Gene	Cytoband	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	(A) BLACK OR AFRICAN AMERICAN	(B) WHITE	Log Ratio	p-Value	q-Value	Higher methylation in
PYGO1	15q21.3	0.09	0.09	0.09	0.08	0.01	0.677	0.855	(A) BLACK OR AFRICAN AMERICAN
ZKSCAN4	6p22.1	0.04	0.04	0.01	0.01	0.00	0.677	0.855	(A) BLACK OR AFRICAN AMERICAN
ANKLE1	19p13.11	0.93	0.93	0.01	0.02	0.00	0.677	0.855	(A) BLACK OR AFRICAN AMERICAN
RNF130	5q35.3	0.39	0.39	0.13	0.11	0.01	0.677	0.855	(A) BLACK OR AFRICAN AMERICAN
IFT122	3q21.3-q22.1	0.04	0.04	0.01	0.01	-0.00	0.677	0.855	(B) WHITE
C5ORF51	5p13.1	0.05	0.05	0.01	0.01	0.00	0.677	0.855	(A) BLACK OR AFRICAN AMERICAN
SNUPN	15q24.2	0.91	0.90	0.02	0.02	0.00	0.677	0.855	(A) BLACK OR AFRICAN AMERICAN
MIOX	22q13.33	0.68	0.69	0.13	0.12	-0.01	0.678	0.855	(B) WHITE
ISG20L2	1q23.1	0.01	0.01	0.00	0.01	-0.00	0.678	0.856	(B) WHITE
SDS	12q24.13	0.89	0.89	0.02	0.03	0.00	0.678	0.856	(A) BLACK OR AFRICAN AMERICAN
GABARAP	17p13.1	0.16	0.16	0.06	0.07	-0.00	0.678	0.856	(B) WHITE
HAT1	2q31.1	0.08	0.08	0.02	0.02	-0.00	0.678	0.856	(B) WHITE
TCN1	11q12.1	0.41	0.43	0.24	0.21	-0.02	0.678	0.856	(B) WHITE
PPM1D	17q23.2	0.03	0.03	0.00	0.01	0.00	0.678	0.856	(A) BLACK OR AFRICAN AMERICAN
HIST1H3J	6p22.1	0.58	0.60	0.22	0.19	-0.01	0.678	0.856	(B) WHITE
SCARNA12	12p13.31	0.44	0.44	0.10	0.11	0.01	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
RTN4RL2	11q12.1	0.04	0.04	0.02	0.03	0.00	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
SNAP23	15q15.1-q15.2	0.05	0.05	0.01	0.01	0.00	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
LYPD5	19q13.31	0.80	0.80	0.06	0.05	0.00	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
LYL1	19p13.13	0.83	0.83	0.06	0.05	0.00	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
FBXL20	17q12	0.03	0.03	0.01	0.02	0.00	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
ABCG5	2p21	0.85	0.85	0.03	0.03	-0.00	0.679	0.856	(B) WHITE
DDX6	11q23.3	0.04	0.04	0.01	0.01	0.00	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
LRGUK	7q33	0.82	0.83	0.12	0.12	-0.01	0.679	0.856	(B) WHITE
MCUB	4q25	0.88	0.88	0.05	0.05	0.00	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
GIPR	19q13.32	0.19	0.20	0.06	0.08	-0.00	0.679	0.856	(B) WHITE
FTH1P3	2p23.3	0.88	0.88	0.04	0.04	0.00	0.679	0.856	(A) BLACK OR AFRICAN AMERICAN
ARL8A	1q32.1	0.08	0.08	0.02	0.01	-0.00	0.680	0.856	(B) WHITE
BICD1	12p11.21	0.61	0.62	0.09	0.11	-0.01	0.680	0.856	(B) WHITE
SF3B6	2p23.3	0.05	0.05	0.01	0.01	-0.00	0.680	0.857	(B) WHITE
SEPTIN3	22q13.2	0.37	0.37	0.08	0.09	-0.01	0.680	0.857	(B) WHITE
NR5A2	1q32.1	0.56	0.55	0.16	0.14	0.01	0.680	0.857	(A) BLACK OR AFRICAN AMERICAN
AP4S1	14q12	0.88	0.87	0.08	0.07	0.01	0.680	0.857	(A) BLACK OR AFRICAN AMERICAN
IL17B	5q32	0.81	0.81	0.04	0.05	0.00	0.680	0.857	(A) BLACK OR AFRICAN AMERICAN
WDR25	14q32.2	0.34	0.35	0.12	0.12	-0.01	0.680	0.857	(B) WHITE
CAV3	3p25.3	0.88	0.88	0.03	0.04	-0.00	0.680	0.857	(B) WHITE
CYC1	8q24.3	0.47	0.46	0.07	0.07	0.00	0.680	0.857	(A) BLACK OR AFRICAN AMERICAN
TMEM151A	11q13.2	0.10	0.10	0.04	0.04	0.00	0.680	0.857	(A) BLACK OR AFRICAN AMERICAN
CDK2AP2	11q13.2	0.49	0.50	0.12	0.13	-0.01	0.680	0.857	(B) WHITE
PCM1	8p22	0.04	0.04	0.01	0.01	0.00	0.680	0.857	(A) BLACK OR AFRICAN AMERICAN
CDK12	17q12	0.03	0.03	0.01	0.02	0.00	0.681	0.857	(A) BLACK OR AFRICAN AMERICAN
LPCAT4	15q14	0.84	0.83	0.04	0.03	0.00	0.681	0.857	(A) BLACK OR AFRICAN AMERICAN
CACYBP	1q25.1	0.41	0.42	0.17	0.15	-0.01	0.681	0.857	(B) WHITE
ZNF461	19q13.12	0.04	0.04	0.01	0.01	0.00	0.681	0.857	(A) BLACK OR AFRICAN AMERICAN
STK10	5q35.1	0.74	0.75	0.08	0.07	-0.01	0.681	0.857	(B) WHITE
LSM6	4q31.22	0.89	0.88	0.05	0.05	0.00	0.681	0.857	(A) BLACK OR AFRICAN AMERICAN
KCTD14	11q14.1	0.32	0.30	0.23	0.20	0.02	0.681	0.857	(A) BLACK OR AFRICAN AMERICAN
MUC17	7q22.1	0.61	0.61	0.08	0.08	-0.01	0.681	0.857	(B) WHITE
SMARCC1	3p21.31	0.02	0.02	0.00	0.01	0.00	0.681	0.857	(A) BLACK OR AFRICAN AMERICAN
ELF2	4q31.1	0.55	0.55	0.04	0.05	-0.00	0.681	0.857	(B) WHITE
DNAJA1	9p21.1	0.05	0.05	0.02	0.02	-0.00	0.681	0.857	(B) WHITE
SPRY4	5q31.3	0.86	0.87	0.13	0.11	-0.01	0.682	0.857	(B) WHITE
GBF1	10q24.32	0.55	0.56	0.10	0.09	-0.01	0.682	0.857	(B) WHITE
SRCIN1	17q12	0.88	0.89	0.12	0.11	-0.01	0.682	0.857	(B) WHITE
PXN	12q24.23	0.48	0.50	0.18	0.19	-0.01	0.682	0.858	(B) WHITE
BACE2	21q22.2-q22.3	0.82	0.83	0.12	0.10	-0.01	0.682	0.858	(B) WHITE
SCG2	2q36.1	0.09	0.09	0.03	0.04	0.00	0.682	0.858	(A) BLACK OR AFRICAN AMERICAN
LTBP2	14q24.3	0.79	0.78	0.10	0.08	0.01	0.682	0.858	(A) BLACK OR AFRICAN AMERICAN
MMP2	16q12.2	0.62	0.61	0.14	0.14	0.01	0.682	0.858	(A) BLACK OR AFRICAN AMERICAN
HTR6	1p36.13	0.93	0.93	0.02	0.02	-0.00	0.682	0.858	(B) WHITE
C1QA	1p36.12	0.75	0.75	0.06	0.06	0.00	0.682	0.858	(A) BLACK OR AFRICAN AMERICAN
SLC25A15	13q14.11	0.44	0.43	0.19	0.17	0.01	0.683	0.858	(A) BLACK OR AFRICAN AMERICAN
GYPE	4q31.21	0.71	0.72	0.14	0.10	-0.01	0.683	0.858	(B) WHITE
GAB2	11q14.1	0.89	0.89	0.06	0.03	-0.00	0.683	0.858	(B) WHITE
NOL6	9p13.3	0.05	0.05	0.01	0.01	-0.00	0.683	0.858	(B) WHITE
NLRP13	19q13.43	0.80	0.81	0.16	0.11	-0.01	0.683	0.858	(B) WHITE
GATC	12q24.31	0.02	0.02	0.00	0.01	-0.00	0.683	0.858	(B) WHITE
C1ORF52	1p22.3	0.04	0.04	0.01	0.01	-0.00	0.683	0.858	(B) WHITE
ZBTB46	20q13.33	0.58	0.57	0.12	0.11	0.01	0.683	0.858	(A) BLACK OR AFRICAN AMERICAN
GJB5	1p34.3	0.83	0.84	0.10	0.09	-0.01	0.683	0.858	(B) WHITE
INO80C	18q12.2	0.03	0.03	0.00	0.01	-0.00	0.683	0.858	(B) WHITE
TTC21B	2q24.3	0.66	0.67	0.14	0.13	-0.01	0.683	0.858	(B) WHITE
MRPS14	1q25.1	0.85	0.85	0.08	0.07	-0.01	0.683	0.858	(B) WHITE
ZFAND2B	2q35	0.03	0.03	0.01	0.01	-0.00	0.683	0.858	(B) WHITE
PURA	5q31.3	0.03	0.03	0.00	0.00	-0.00	0.684	0.858	(B) WHITE
MROH1	8q24.3	0.87	0.87	0.02	0.02	0.00	0.684	0.858	(A) BLACK OR AFRICAN AMERICAN
APLP1	19q13.12	0.17	0.16	0.10	0.10	0.01	0.684	0.859	(A) BLACK OR AFRICAN AMERICAN
KIF21B	1q32.1	0.94	0.94	0.02	0.02	-0.00	0.684	0.859	(B) WHITE
TLR6	4p14	0.84	0.84	0.07	0.07	-0.00	0.684	0.859	(B) WHITE
CHRM1	11q12.3	0.38	0.39	0.16	0.19	-0.01	0.684	0.859	(B) WHITE
ZNF443	19p13.2	0.02	0.02	0.00	0.00	0.00	0.684	0.859	(A) BLACK OR AFRICAN AMERICAN
BATF	14q24.3	0.81	0.82	0.11	0.10	-0.01	0.684	0.859	(B) WHITE
MVB12A	19p13.11	0.09	0.08	0.05	0.06	0.00	0.684	0.859	(A) BLACK OR AFRICAN AMERICAN
APCDD1L	20q13.32	0.39	0.41	0.16	0.16	-0.01	0.685	0.859	(B) WHITE
EMILIN3	20q12	0.63	0.62	0.12	0.12	0.01	0.685	0.859	(A) BLACK OR AFRICAN AMERICAN
KIF20A	5q31.2	0.12	0.12	0.04	0.03	0.00	0.685	0.859	(A) BLACK OR AFRICAN AMERICAN
RFTN1	3p24.3	0.67	0.68	0.07	0.06	-0.00	0.685	0.859	(B) WHITE
DBNL	7p13	0.08	0.08	0.03	0.03	0.00	0.685	0.859	(A) BLACK OR AFRICAN AMERICAN
CTTNBP2	7q31.31	0.45	0.47	0.18	0.18	-0.01	0.685	0.859	(B) WHITE
TPPP3	16q22.1	0.80	0.80	0.10	0.09	0.01	0.685	0.859	(A) BLACK OR AFRICAN AMERICAN
PEX13	2p15	0.12	0.11	0.03	0.04	0.00	0.685	0.859	(A) BLACK OR AFRICAN AMERICAN
PAPLN	14q24.2	0.74	0.73	0.09	0.08	0.01	0.685	0.859	(A) BLACK OR AFRICAN AMERICAN
TYRP1	9p23	0.88	0.88	0.05	0.07	-0.00	0.685	0.859	(B) WHITE
NFE2L1	17q21.32	0.55	0.54	0.08	0.07	0.01	0.685	0.859	(A) BLACK OR AFRICAN AMERICAN
DIPK1C	18q22.3	0.43	0.41	0.16	0.16	0.01	0.685	0.859	(A) BLACK OR AFRICAN AMERICAN
KLHL33	14q11.2	0.79	0.79	0.05	0.05	0.00	0.686	0.859	(A) BLACK OR AFRICAN AMERICAN
SLC7A11	4q28.3	0.41	0.40	0.18	0.17	0.01	0.686	0.859	(A) BLACK OR AFRICAN AMERICAN
FIBCD1	9q34.12	0.31	0.30	0.13	0.12	0.01	0.686	0.859	(A) BLACK OR AFRICAN AMERICAN
RPL13P5	12p13.31	0.97	0.97	0.01	0.02	-0.00	0.686	0.859	(B) WHITE
EHBP1	2p15	0.81	0.80	0.12	0.09	0.01	0.686	0.859	(A) BLACK OR AFRICAN AMERICAN
DYRK2	12q15	0.21	0.20	0.18	0.18	0.01	0.686	0.860	(A) BLACK OR AFRICAN AMERICAN
UBALD2	17q25.1	0.15	0.14	0.04	0.04	0.00	0.686	0.860	(A) BLACK OR AFRICAN AMERICAN
NAT8B	2p13.1	0.66	0.66	0.06	0.06	-0.00	0.686	0.860	(B) WHITE
SLC4A7	3p24.1	0.28	0.27	0.11	0.11	0.01	0.686	0.860	(A) BLACK OR AFRICAN AMERICAN
NENF	1q32.3	0.16	0.16	0.06	0.09	-0.00	0.686	0.860	(B) WHITE
MEN1	11q13.1	0.78	0.79	0.09	0.09	-0.01	0.686	0.860	(B) WHITE
IPPK	9q22.31	0.94	0.94	0.01	0.01	0.00	0.686	0.860	(A) BLACK OR AFRICAN AMERICAN
EIF1	17q21.2	0.04	0.05	0.01	0.01	-0.00	0.686	0.860	(B) WHITE
HES5	1p36.32	0.53	0.52	0.17	0.14	0.01	0.687	0.860	(A) BLACK OR AFRICAN AMERICAN
MTO1	6q13	0.02	0.02	0.00	0.01	-0.00	0.687	0.860	(B) WHITE
MTHFR	1p36.22	0.69	0.68	0.13	0.13	0.01	0.687	0.860	(A) BLACK OR AFRICAN AMERICAN
DISP3	1p36.22	0.06	0.06	0.02	0.02	-0.00	0.687	0.860	(B) WHITE
ATL2	2p22.2-p22.1	0.46	0.47	0.17	0.17	-0.01	0.687	0.860	(B) WHITE
NLRC3	16p13.3	0.68	0.69	0.10	0.10	-0.01	0.687	0.860	(B) WHITE
NUDT21	16q13	0.04	0.04	0.01	0.01	0.00	0.687	0.860	(A) BLACK OR AFRICAN AMERICAN
DHRS13	17q11.2	0.68	0.67	0.13	0.12	0.01	0.687	0.860	(A) BLACK OR AFRICAN AMERICAN
DTD2	14q12	0.05	0.05	0.01	0.01	0.00	0.687	0.860	(A) BLACK OR AFRICAN AMERICAN
SOD2	6q25.3	0.87	0.87	0.04	0.04	0.00	0.687	0.860	(A) BLACK OR AFRICAN AMERICAN
TMEM242	6q25.3	0.04	0.04	0.01	0.01	0.00	0.687	0.860	(A) BLACK OR AFRICAN AMERICAN
R3HDM2	12q13.3	0.79	0.80	0.11	0.10	-0.01	0.687	0.860	(B) WHITE
MIAT	22q12.1	0.14	0.13	0.08	0.07	0.01	0.687	0.860	(A) BLACK OR AFRICAN AMERICAN
SNX24	5q23.2	0.84	0.83	0.08	0.07	0.01	0.688	0.860	(A) BLACK OR AFRICAN AMERICAN
ANXA1	9q21.13	0.94	0.93	0.03	0.03	0.00	0.688	0.860	(A) BLACK OR AFRICAN AMERICAN
HPS4	22q12.1	0.27	0.26	0.12	0.10	0.01	0.688	0.860	(A) BLACK OR AFRICAN AMERICAN
UEVLD	11p15.1	0.02	0.02	0.01	0.01	0.00	0.688	0.860	(A) BLACK OR AFRICAN AMERICAN
PAPSS1	4q25	0.87	0.87	0.07	0.05	-0.00	0.688	0.860	(B) WHITE
PCDHB2	5q31.3	0.59	0.60	0.22	0.21	-0.01	0.688	0.860	(B) WHITE
NDUFB10	16p13.3	0.09	0.09	0.03	0.04	-0.00	0.688	0.860	(B) WHITE
SCRT1	8q24.3	0.19	0.19	0.07	0.07	-0.00	0.688	0.860	(B) WHITE
PYDC1	16p11.2	0.17	0.16	0.13	0.11	0.01	0.688	0.860	(A) BLACK OR AFRICAN AMERICAN
C1QTNF4	11p11.2	0.54	0.53	0.18	0.16	0.01	0.688	0.861	(A) BLACK OR AFRICAN AMERICAN
CAMTA1	1p36.31-p36.23	0.77	0.77	0.08	0.10	-0.01	0.689	0.861	(B) WHITE
AP3M1	10q22.2	0.05	0.05	0.01	0.02	0.00	0.689	0.861	(A) BLACK OR AFRICAN AMERICAN
PMAIP1	18q21.32	0.03	0.03	0.01	0.01	0.00	0.689	0.861	(A) BLACK OR AFRICAN AMERICAN
GGTLC2	22q11.22	0.43	0.43	0.06	0.06	-0.00	0.689	0.861	(B) WHITE
MYEOV	11q13.3	0.86	0.86	0.07	0.04	0.00	0.689	0.861	(A) BLACK OR AFRICAN AMERICAN
RAPGEF5	7p15.3	0.88	0.87	0.07	0.06	0.00	0.689	0.861	(A) BLACK OR AFRICAN AMERICAN
VXN	8q13.1	0.84	0.83	0.07	0.09	0.00	0.690	0.861	(A) BLACK OR AFRICAN AMERICAN
FAM126B	2q33.1	0.04	0.04	0.01	0.01	0.00	0.690	0.861	(A) BLACK OR AFRICAN AMERICAN
FPR2	19q13.41	0.78	0.79	0.15	0.11	-0.01	0.690	0.861	(B) WHITE
ZNF770	15q14	0.06	0.06	0.01	0.02	-0.00	0.690	0.861	(B) WHITE
MRPL3	3q22.1	0.06	0.06	0.01	0.02	0.00	0.690	0.861	(A) BLACK OR AFRICAN AMERICAN
NBAS	2p24.3	0.02	0.02	0.00	0.00	0.00	0.690	0.861	(A) BLACK OR AFRICAN AMERICAN
CHD3	17p13.1	0.12	0.12	0.04	0.04	0.00	0.690	0.861	(A) BLACK OR AFRICAN AMERICAN
CCR4	3p22.3	0.90	0.90	0.04	0.04	0.00	0.690	0.861	(A) BLACK OR AFRICAN AMERICAN
ITLN2	1q23.3	0.94	0.94	0.05	0.02	-0.00	0.690	0.861	(B) WHITE
LRRC8C	1p22.2	0.59	0.58	0.17	0.16	0.01	0.690	0.861	(A) BLACK OR AFRICAN AMERICAN
ZNF789	7q22.1	0.94	0.94	0.01	0.02	-0.00	0.690	0.861	(B) WHITE
MAZ	16p11.2	0.47	0.48	0.14	0.15	-0.01	0.690	0.862	(B) WHITE
HSD17B8	6p21.32	0.09	0.09	0.04	0.03	-0.00	0.691	0.862	(B) WHITE
GDPD3	16p11.2	0.77	0.77	0.06	0.07	-0.00	0.691	0.862	(B) WHITE
PNPLA3	22q13.31	0.03	0.03	0.00	0.00	0.00	0.691	0.862	(A) BLACK OR AFRICAN AMERICAN
DOK1	2p13.1	0.64	0.64	0.11	0.11	0.01	0.691	0.862	(A) BLACK OR AFRICAN AMERICAN
PANK1	10q23.31	0.08	0.09	0.08	0.09	-0.01	0.691	0.862	(B) WHITE
IFT88	13q12.11	0.21	0.20	0.13	0.08	0.01	0.691	0.862	(A) BLACK OR AFRICAN AMERICAN
IMPAD1	8q12.1	0.08	0.08	0.02	0.02	-0.00	0.691	0.862	(B) WHITE
RNF181	2p11.2	0.19	0.19	0.07	0.07	-0.00	0.691	0.862	(B) WHITE
C1ORF56	1q21.3	0.16	0.15	0.09	0.08	0.01	0.691	0.862	(A) BLACK OR AFRICAN AMERICAN
C15ORF39	15q24.2	0.70	0.69	0.07	0.07	0.00	0.691	0.862	(A) BLACK OR AFRICAN AMERICAN
PIGB	15q21.3	0.13	0.13	0.08	0.04	0.01	0.692	0.862	(A) BLACK OR AFRICAN AMERICAN
MIR600HG	9q33.3	0.85	0.85	0.02	0.02	-0.00	0.692	0.862	(B) WHITE
NDUFA4	7p21.3	0.02	0.02	0.00	0.00	0.00	0.692	0.862	(A) BLACK OR AFRICAN AMERICAN
LOC100126784	11p15.1	0.48	0.47	0.16	0.14	0.01	0.692	0.863	(A) BLACK OR AFRICAN AMERICAN
IQCH	15q23	0.65	0.64	0.16	0.17	0.01	0.692	0.863	(A) BLACK OR AFRICAN AMERICAN
HILPDA	7q32.1	0.92	0.92	0.03	0.04	0.00	0.692	0.863	(A) BLACK OR AFRICAN AMERICAN
SERTAD3	19q13.2	0.61	0.60	0.07	0.07	0.00	0.692	0.863	(A) BLACK OR AFRICAN AMERICAN
ZNF440	19p13.2	0.02	0.02	0.00	0.00	0.00	0.692	0.863	(A) BLACK OR AFRICAN AMERICAN
RFFL	17q12	0.68	0.67	0.13	0.12	0.01	0.693	0.863	(A) BLACK OR AFRICAN AMERICAN
RNF10	12q24.31	0.93	0.93	0.01	0.02	-0.00	0.693	0.863	(B) WHITE
PRXL2C	9q22.33	0.21	0.22	0.09	0.09	-0.01	0.693	0.863	(B) WHITE
FKBPL	6p21.32	0.32	0.32	0.10	0.08	-0.01	0.693	0.863	(B) WHITE
RIC1	9p24.1	0.10	0.10	0.03	0.04	0.00	0.693	0.863	(A) BLACK OR AFRICAN AMERICAN
PFN4	2p23.3	0.08	0.08	0.04	0.02	0.00	0.693	0.863	(A) BLACK OR AFRICAN AMERICAN
PLEKHB1	11q13.4	0.35	0.36	0.13	0.12	-0.01	0.693	0.863	(B) WHITE
SPINK5	5q32	0.85	0.84	0.07	0.09	0.00	0.693	0.863	(A) BLACK OR AFRICAN AMERICAN
SMIM7	19p13.11	0.04	0.04	0.01	0.01	0.00	0.693	0.863	(A) BLACK OR AFRICAN AMERICAN
UGCG	9q31.3	0.86	0.85	0.07	0.06	0.00	0.693	0.863	(A) BLACK OR AFRICAN AMERICAN
PTPRH	19q13.42	0.78	0.77	0.11	0.11	0.01	0.693	0.863	(A) BLACK OR AFRICAN AMERICAN
SLC46A3	13q12.3	0.24	0.25	0.15	0.16	-0.01	0.693	0.863	(B) WHITE
ALX1	12q21.31	0.17	0.18	0.15	0.15	-0.01	0.693	0.863	(B) WHITE
DAPP1	4q23	0.85	0.85	0.07	0.07	-0.00	0.693	0.863	(B) WHITE
CCL14	17q12	0.61	0.62	0.11	0.10	-0.01	0.693	0.863	(B) WHITE
ZBTB38	3q23	0.85	0.84	0.06	0.07	0.00	0.694	0.863	(A) BLACK OR AFRICAN AMERICAN
ADGRB3	6q12-q13	0.08	0.08	0.03	0.07	-0.00	0.694	0.863	(B) WHITE
ZNF426	19p13.2	0.05	0.05	0.01	0.01	-0.00	0.694	0.863	(B) WHITE
PRR15	7p14.3	0.31	0.33	0.22	0.18	-0.01	0.694	0.864	(B) WHITE
NUBP1	16p13.13	0.07	0.06	0.01	0.01	0.00	0.695	0.864	(A) BLACK OR AFRICAN AMERICAN
PAX3	2q36.1	0.14	0.14	0.09	0.06	0.01	0.695	0.864	(A) BLACK OR AFRICAN AMERICAN
DCDC2B	1p35.2	0.08	0.08	0.02	0.02	-0.00	0.695	0.864	(B) WHITE
ZDHHC1	16q22.1	0.21	0.22	0.17	0.16	-0.01	0.695	0.864	(B) WHITE
SPC24	19p13.2	0.03	0.03	0.01	0.01	0.00	0.695	0.864	(A) BLACK OR AFRICAN AMERICAN
PLCB4	20p12.3-p12.2	0.07	0.07	0.03	0.03	0.00	0.695	0.864	(A) BLACK OR AFRICAN AMERICAN
DNAJC27	2p23.3	0.98	0.98	0.00	0.00	-0.00	0.695	0.864	(B) WHITE
REST	4q12	0.08	0.08	0.02	0.02	0.00	0.695	0.864	(A) BLACK OR AFRICAN AMERICAN
RBMS2	12q13.3	0.66	0.66	0.09	0.09	-0.01	0.695	0.864	(B) WHITE
EPS8L2	11p15.5	0.18	0.18	0.05	0.05	0.00	0.695	0.864	(A) BLACK OR AFRICAN AMERICAN
DEXI	16p13.13	0.45	0.44	0.11	0.09	0.01	0.695	0.864	(A) BLACK OR AFRICAN AMERICAN
ANO2	12p13.31	0.86	0.85	0.06	0.07	0.00	0.695	0.864	(A) BLACK OR AFRICAN AMERICAN
UFSP1	7q22.1	0.63	0.63	0.11	0.11	-0.01	0.695	0.864	(B) WHITE
STPG3	9q34.3	0.28	0.28	0.13	0.11	-0.01	0.695	0.864	(B) WHITE
SGMS2	4q25	0.89	0.90	0.08	0.04	-0.00	0.695	0.864	(B) WHITE
ADRA1D	20p13	0.63	0.64	0.11	0.08	-0.01	0.695	0.864	(B) WHITE
C12ORF60	12p13.1-p12.3	0.54	0.53	0.13	0.13	0.01	0.696	0.864	(A) BLACK OR AFRICAN AMERICAN
GBA2	9p13.3	0.89	0.89	0.07	0.07	-0.00	0.696	0.864	(B) WHITE
TRMT10A	4q23	0.07	0.07	0.02	0.03	0.00	0.696	0.865	(A) BLACK OR AFRICAN AMERICAN
SPN	16p11.2	0.91	0.92	0.07	0.05	-0.00	0.696	0.865	(B) WHITE
AGTPBP1	9q21.33	0.56	0.56	0.14	0.12	0.01	0.696	0.865	(A) BLACK OR AFRICAN AMERICAN
DHX38	16q22.2	0.80	0.80	0.04	0.04	-0.00	0.696	0.865	(B) WHITE
TSR1	17p13.3	0.02	0.02	0.00	0.00	-0.00	0.696	0.865	(B) WHITE
CYP4Z2P	1p33	0.65	0.64	0.19	0.17	0.01	0.697	0.865	(A) BLACK OR AFRICAN AMERICAN
SRP14	15q15.1	0.45	0.44	0.10	0.09	0.01	0.697	0.865	(A) BLACK OR AFRICAN AMERICAN
CCDC51	3p21.31	0.03	0.03	0.00	0.01	-0.00	0.697	0.865	(B) WHITE
ABCA17P	16p13.3	0.91	0.91	0.02	0.03	0.00	0.697	0.865	(A) BLACK OR AFRICAN AMERICAN
ZNF23	16q22.2	0.06	0.06	0.01	0.01	-0.00	0.697	0.865	(B) WHITE
ERICH1	8p23.3	0.86	0.85	0.02	0.03	0.00	0.697	0.865	(A) BLACK OR AFRICAN AMERICAN
TET2	4q24	0.89	0.89	0.03	0.03	0.00	0.697	0.865	(A) BLACK OR AFRICAN AMERICAN
TGFB2	1q41	0.81	0.81	0.09	0.08	-0.01	0.697	0.865	(B) WHITE
EP400P1	12q24.33	0.91	0.91	0.03	0.04	-0.00	0.697	0.865	(B) WHITE
ZNF207	17q11.2	0.24	0.24	0.06	0.07	-0.00	0.697	0.866	(B) WHITE
GPATCH1	19q13.11	0.91	0.91	0.02	0.02	-0.00	0.698	0.866	(B) WHITE
PEG3	19q13.43	0.57	0.58	0.06	0.09	-0.00	0.698	0.866	(B) WHITE
HBA2	16p13.3	0.34	0.33	0.16	0.15	0.01	0.698	0.866	(A) BLACK OR AFRICAN AMERICAN
SMAD4	18q21.2	0.09	0.10	0.03	0.05	-0.00	0.698	0.866	(B) WHITE
MBIP	14q13.3	0.08	0.09	0.07	0.06	-0.00	0.698	0.866	(B) WHITE
DNAH12	3p14.3	0.37	0.36	0.12	0.13	0.01	0.698	0.866	(A) BLACK OR AFRICAN AMERICAN
ACR	22q13.33	0.94	0.94	0.04	0.04	0.00	0.698	0.866	(A) BLACK OR AFRICAN AMERICAN
CD247	1q24.2	0.91	0.91	0.07	0.06	-0.00	0.698	0.866	(B) WHITE
RIOK3	18q11.2	0.08	0.08	0.03	0.03	-0.00	0.698	0.866	(B) WHITE
SCAMP3	1q22	0.39	0.38	0.12	0.11	0.01	0.698	0.866	(A) BLACK OR AFRICAN AMERICAN
GSDMC	8q24.21	0.38	0.37	0.16	0.14	0.01	0.698	0.866	(A) BLACK OR AFRICAN AMERICAN
PSD3	8p22	0.91	0.91	0.07	0.05	-0.00	0.698	0.866	(B) WHITE
CASD1	7q21.3	0.07	0.07	0.03	0.02	0.00	0.699	0.866	(A) BLACK OR AFRICAN AMERICAN
RNF146	6q22.33	0.02	0.02	0.00	0.00	0.00	0.699	0.866	(A) BLACK OR AFRICAN AMERICAN
ZNF573	19q13.12	0.04	0.04	0.01	0.01	0.00	0.699	0.866	(A) BLACK OR AFRICAN AMERICAN
ZNF318	6p21.1	0.06	0.07	0.02	0.02	-0.00	0.699	0.866	(B) WHITE
BICRAL	6p21.1	0.86	0.86	0.04	0.03	0.00	0.699	0.866	(A) BLACK OR AFRICAN AMERICAN
PRKACA	19p13.12	0.02	0.02	0.00	0.00	-0.00	0.699	0.866	(B) WHITE
MSRB2	10p12.2	0.92	0.92	0.03	0.03	0.00	0.699	0.866	(A) BLACK OR AFRICAN AMERICAN
ZNF45	19q13.31	0.91	0.91	0.02	0.03	0.00	0.699	0.866	(A) BLACK OR AFRICAN AMERICAN
RSPO1	1p34.3	0.11	0.12	0.14	0.14	-0.01	0.699	0.867	(B) WHITE
UBE2S	19q13.42	0.08	0.08	0.03	0.05	0.00	0.700	0.867	(A) BLACK OR AFRICAN AMERICAN
CTBP1-DT	4p16.3	0.57	0.56	0.14	0.15	0.01	0.700	0.867	(A) BLACK OR AFRICAN AMERICAN
IRX5	16q12.2	0.27	0.26	0.19	0.17	0.01	0.700	0.867	(A) BLACK OR AFRICAN AMERICAN
ERBB4	2q34	0.06	0.06	0.07	0.08	-0.00	0.700	0.867	(B) WHITE
SPPL2B	19p13.3	0.07	0.07	0.02	0.01	-0.00	0.700	0.867	(B) WHITE
CDC42BPB	14q32.32	0.65	0.64	0.13	0.12	0.01	0.700	0.867	(A) BLACK OR AFRICAN AMERICAN
FAM168A	11q13.4	0.01	0.01	0.00	0.02	-0.00	0.700	0.867	(B) WHITE
CDC25A	3p21.31	0.24	0.24	0.09	0.09	0.01	0.700	0.867	(A) BLACK OR AFRICAN AMERICAN
HBP1	7q22.3	0.04	0.04	0.01	0.01	0.00	0.700	0.867	(A) BLACK OR AFRICAN AMERICAN
